yearBuilt,url,longitude,homeStatus,real estate provider,paymentPeriod,isListed,relaxed,postal_code,title,address,facts and features,currency,commute,price,latitude,city,homeType,state,bedrooms,bathrooms,area
1930,https://www.zillow.com/homedetails/60th-St-Brooklyn-NY-11204/2096284242_zpid/,-73.982883,FOR_RENT,,,,False,11204,Apartment for rent,"60th St, Brooklyn, NY 11204","1 bds, 1.0 ba ,400 sqft",USD,,"$1,500/mo",40.619386,Brooklyn,MULTI_FAMILY,NY,1,1.0,400
-1,https://www.zillow.com/homedetails/73rd-St-Brooklyn-NY-11204/2081008462_zpid/,-73.99537,FOR_RENT,,,,False,11204,Townhouse for rent,"73rd St, Brooklyn, NY 11204","1 bds, 1.0 ba ,None sqft",USD,,"$1,500/mo",40.61399,Brooklyn,TOWNHOUSE,NY,1,1.0,
-1,https://www.zillow.com/homedetails/62nd-St-Brooklyn-NY-11204/2081008525_zpid/,-73.9774,FOR_RENT,,,,False,11204,Apartment for rent,"62nd St, Brooklyn, NY 11204","1 bds, 1.0 ba ,800 sqft",USD,,"$1,550/mo",40.61422,Brooklyn,APARTMENT,NY,1,1.0,800
-1,https://www.zillow.com/homedetails/524-Lafayette-Ave-APT-5-Brooklyn-NY-11205/2103533676_zpid/,-73.954005,FOR_RENT,,,,False,11205,Apartment for rent,"524 Lafayette Ave APT 5, Brooklyn, NY 11205","0 bds, 1.0 ba ,None sqft",USD,,"$1,720/mo",40.68934,Brooklyn,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/260-washington-ave-brooklyn-ny-3fnh/,-73.966757,,,,,False,,For Rent,"260 Washington Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.690838,,,,,,
,https://www.zillow.com/b/318-carlton-ave-brooklyn-ny-3hn9/,-73.972141,,,,,False,,For Rent,"318 Carlton Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.688093,,,,,,
1901,https://www.zillow.com/homedetails/81-Waverly-Ave-Brooklyn-NY-11205/30611724_zpid/,-73.967952,FOR_RENT,,,,False,11205,Apartment for rent,"81 Waverly Ave, Brooklyn, NY 11205","0 bds, 1.0 ba ,3170 sqft",USD,,"$3,200/mo",40.695239,Brooklyn,MULTI_FAMILY,NY,0,1.0,3170
-1,https://www.zillow.com/homedetails/290-Clinton-Ave-APT-1B-Brooklyn-NY-11205/2105051332_zpid/,-73.968393,FOR_RENT,,,,False,11205,Apartment for rent,"286 Clinton Ave, Studio / 1 Bathroom","0 bds, 1.0 ba ,259 sqft",USD,,"$1,860/mo",40.689582,Brooklyn,APARTMENT,NY,0,1.0,259
-1,https://www.zillow.com/homedetails/99-Hall-St-G-Brooklyn-NY-11205/2080945815_zpid/,-73.965886,FOR_RENT,,,,False,11205,Apartment for rent,"99 Hall St # G, Brooklyn, NY 11205","3 bds, 1.0 ba ,None sqft",USD,,"$2,999/mo",40.694766,Brooklyn,MULTI_FAMILY,NY,3,1.0,
-1,https://www.zillow.com/homedetails/239-Washington-Ave-2-Brooklyn-NY-11205/2100727789_zpid/,-73.966177,FOR_RENT,,,,False,11205,Apartment for rent,"239 Washington Ave # 2, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$3,100/mo",40.691565,Brooklyn,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/184-Washington-Ave-3-Brooklyn-NY-11205/2123490088_zpid/,-73.967132,FOR_RENT,,,,False,11205,Apartment for rent,"184 Washington Ave # 3, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,300/mo",40.692965,Brooklyn,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/112-Emerson-Pl-303-Brooklyn-NY-11205/2080951834_zpid/,-73.962538,FOR_RENT,,,,False,11205,Apartment for rent,"112 Emerson Pl # 303, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$2,550/mo",40.694617,Brooklyn,MULTI_FAMILY,NY,2,1.0,
,https://www.zillow.com/b/250-washington-ave-brooklyn-ny-3fng/,-73.96678,,,,,False,,For Rent,"250 Washington Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.691009,,,,,,
-1,https://www.zillow.com/homedetails/52-Kosciuszko-St-1-Brooklyn-NY-11205/2080958735_zpid/,-73.953322,FOR_RENT,,,,False,11205,Apartment for rent,"52 Kosciuszko St # 1, Brooklyn, NY 11205","5 bds, 3.0 ba ,2000 sqft",USD,,"$5,500/mo",40.690402,Brooklyn,MULTI_FAMILY,NY,5,3.0,2000
-1,https://www.zillow.com/homedetails/383-Myrtle-Ave-APT-2-Brooklyn-NY-11205/2080960991_zpid/,-73.970591,FOR_RENT,,,,False,11205,Apartment for rent,"383 Myrtle Ave APT 2, Brooklyn, NY 11205","3 bds, 1.0 ba ,1300 sqft",USD,,"$3,995/mo",40.693389,Brooklyn,MULTI_FAMILY,NY,3,1.0,1300
-1,https://www.zillow.com/homedetails/104-Adelphi-St-APT-131-Brooklyn-NY-11205/2080963933_zpid/,-73.972152,FOR_RENT,,,,False,11205,Apartment for rent,"104 Adelphi St APT 131, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$2,600/mo",40.694609,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/88-Adelphi-St-APT-14-Brooklyn-NY-11205/2080963932_zpid/,-73.972559,FOR_RENT,,,,False,11205,Apartment for rent,"88 Adelphi St APT 14, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,200/mo",40.695139,Brooklyn,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/141-spencer-st-brooklyn-ny-3bXS/,-73.954797,,,,,False,,For Rent,"141 Spencer St, Brooklyn, NY"," bds,  ba , sqft",,,,40.694043,,,,,,
-1,https://www.zillow.com/homedetails/125-Vanderbilt-Ave-1-Brooklyn-NY-11205/2080968121_zpid/,-73.96976,FOR_RENT,,,,False,11205,Apartment for rent,"125 Vanderbilt Ave # 1, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,800/mo",40.694177,Brooklyn,MULTI_FAMILY,NY,1,1.0,
2007,https://www.zillow.com/homedetails/90-Clermont-Ave-APT-1L-Brooklyn-NY-11205/2112167467_zpid/,-73.971546,FOR_RENT,,,,False,11205,Apartment for rent,"90 Clermont Ave APT 1L, Brooklyn, NY 11205","1 bds, 1.0 ba ,784 sqft",USD,,"$2,972/mo",40.694979,Brooklyn,MULTI_FAMILY,NY,1,1.0,784
-1,https://www.zillow.com/homedetails/41-Kosciuszko-St-APT-301-Brooklyn-NY-11205/2106198461_zpid/,-73.95357,FOR_RENT,,,,False,11205,Apartment for rent,"41 Kosciuszko St APT 301, Brooklyn, NY 11205","1 bds, 1.0 ba ,650 sqft",USD,,"$2,375/mo",40.690644,Brooklyn,MULTI_FAMILY,NY,1,1.0,650
-1,https://www.zillow.com/homedetails/211-Taaffe-Pl-APT-4R-Brooklyn-NY-11205/2103211818_zpid/,-73.959482,FOR_RENT,,,,False,11205,Apartment for rent,"211 Taaffe Pl APT 4R, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,150/mo",40.691982,Brooklyn,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/272-Willoughby-Ave-APT-4O-Brooklyn-NY-11205/2080978869_zpid/,-73.96024,FOR_RENT,,,,False,11205,Apartment for rent,"272 Willoughby Ave APT 4O, Brooklyn, NY 11205","3 bds, 1.5 ba ,1100 sqft",USD,,"$3,300/mo",40.692475,Brooklyn,MULTI_FAMILY,NY,3,1.5,1100
-1,https://www.zillow.com/homedetails/32-Saint-James-Pl-3-Brooklyn-NY-11205/2104551310_zpid/,-73.965251,FOR_RENT,,,,False,11205,Apartment for rent,"32 Saint James Pl # 3, Brooklyn, NY 11205","4 bds, 2.0 ba ,1500 sqft",USD,,"$3,999/mo",40.688817,Brooklyn,MULTI_FAMILY,NY,4,2.0,1500
-1,https://www.zillow.com/homedetails/209-Spencer-St-2DB-Brooklyn-NY-11205/2080994460_zpid/,-73.954377,FOR_RENT,,,,False,11205,Apartment for rent,"209 Spencer St # 2DB, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$2,426/mo",40.691922,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/383-Willoughby-Ave-APT-3G-Brooklyn-NY-11205/2081000768_zpid/,-73.955336,FOR_RENT,,,,False,11205,Apartment for rent,"383 Willoughby Ave APT 3G, Brooklyn, NY 11205","3 bds, 1.5 ba ,None sqft",USD,,"$3,000/mo",40.69328,Brooklyn,MULTI_FAMILY,NY,3,1.5,
-1,https://www.zillow.com/homedetails/311-Washington-Ave-C9-Brooklyn-NY-11205/2081002446_zpid/,-73.965753,FOR_RENT,,,,False,11205,Apartment for rent,"311 Washington Ave # C9, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,550/mo",40.68956,Brooklyn,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/263-Franklin-Ave-2F-Brooklyn-NY-11205/2081011327_zpid/,-73.956919,FOR_RENT,,,,False,11205,Apartment for rent,"263 Franklin Ave # 2F, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$3,167/mo",40.69039,Brooklyn,MULTI_FAMILY,NY,2,1.0,
,https://www.zillow.com/b/83-clermont-ave-brooklyn-ny-97bFBD/,-73.97094,,,,,False,,For Rent,"83 Clermont Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.695191,,,,,,
-1,https://www.zillow.com/homedetails/139-Emerson-Pl-APT-5-Brooklyn-NY-11205/2105911783_zpid/,-73.961693,FOR_RENT,,,,False,11205,Apartment for rent,"139 Emerson Pl APT 5, Brooklyn, NY 11205","1 bds, 1.0 ba ,720 sqft",USD,,"$2,500/mo",40.693106,Brooklyn,MULTI_FAMILY,NY,1,1.0,720
-1,https://www.zillow.com/homedetails/122-Vanderbilt-Ave-6C-Brooklyn-NY-11205/2109064300_zpid/,-73.970134,FOR_RENT,,,,False,11205,Apartment for rent,"122 Vanderbilt Ave # 6C, Brooklyn, NY 11205","2 bds, 2.5 ba ,1800 sqft",USD,,"$6,475/mo",40.693744,Brooklyn,MULTI_FAMILY,NY,2,2.5,1800
-1,https://www.zillow.com/homedetails/299-Adelphi-St-APT-402-Brooklyn-NY-11205/2081035036_zpid/,-73.97058,FOR_RENT,,,,False,11205,Apartment for rent,"299 Adelphi St APT 402, Brooklyn, NY 11205","0 bds, 1.0 ba ,None sqft",USD,,"$1,950/mo",40.688528,Brooklyn,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/274-Willoughby-Ave-APT-3O-Brooklyn-NY-11205/2081061116_zpid/,-73.960262,FOR_RENT,,,,False,11205,Apartment for rent,"274 Willoughby Ave APT 3O, Brooklyn, NY 11205","3 bds, 1.5 ba ,None sqft",USD,,"$3,200/mo",40.692342,Brooklyn,MULTI_FAMILY,NY,3,1.5,
-1,https://www.zillow.com/homedetails/898-Bedford-Ave-I1-Brooklyn-NY-11205/2081037929_zpid/,-73.956324,FOR_RENT,,,,False,11205,Apartment for rent,"898 Bedford Ave # I1, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$2,500/mo",40.6939,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/115-Vanderbilt-Ave-B-Brooklyn-NY-11205/2087949862_zpid/,-73.969819,FOR_RENT,,,,False,11205,Apartment for rent,"115 Vanderbilt Ave # B, Brooklyn, NY 11205","2 bds, 2.0 ba ,1400 sqft",USD,,"$3,300/mo",40.6947,Brooklyn,MULTI_FAMILY,NY,2,2.0,1400
-1,https://www.zillow.com/homedetails/206-Washington-Park-APT-3F-Brooklyn-NY-11205/2081049677_zpid/,-73.972896,FOR_RENT,,,,False,11205,Apartment for rent,"206 Washington Park APT 3F, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,650/mo",40.689947,Brooklyn,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/247-Clermont-Ave-APT-2-Brooklyn-NY-11205/2098041234_zpid/,-73.969937,FOR_RENT,,,,False,11205,Apartment for rent,"247 Clermont Ave APT 2, Brooklyn, NY 11205","1 bds, 1.0 ba ,850 sqft",USD,,"$2,650/mo",40.690174,Brooklyn,MULTI_FAMILY,NY,1,1.0,850
-1,https://www.zillow.com/homedetails/186-Dekalb-Ave-2-Brooklyn-NY-11205/2095938295_zpid/,-73.972279,FOR_RENT,,,,False,11205,Apartment for rent,"186 Dekalb Ave # 2, Brooklyn, NY 11205","5 bds, 2.0 ba ,1600 sqft",USD,,"$6,500/mo",40.689405,Brooklyn,MULTI_FAMILY,NY,5,2.0,1600
-1,https://www.zillow.com/homedetails/193-Clinton-Ave-APT-2C-Brooklyn-NY-11205/89712229_zpid/,-73.968414,FOR_RENT,,,,False,11205,Apartment for rent,"193 Clinton Ave APT 2C, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,850/mo",40.692123,Brooklyn,MULTI_FAMILY,NY,1,1.0,
,"https://www.zillow.com/b/180-Franklin-Ave-Brooklyn-NY/40.693267,-73.957959_ll/",-73.957959,,,,,False,,For Rent,"180 Franklin Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.693267,,,,,,
-1,https://www.zillow.com/homedetails/123-Waverly-Ave-2-Brooklyn-NY-11205/2119725410_zpid/,-73.967753,FOR_RENT,,,,False,11205,Apartment for rent,"123 Waverly Ave # 2, Brooklyn, NY 11205","2 bds, 1.0 ba ,None sqft",USD,,"$2,500/mo",40.694234,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/154-Vanderbilt-Ave-APT-2-Brooklyn-NY-11205/2105477222_zpid/,-73.969969,FOR_RENT,,,,False,11205,Apartment for rent,"154 Vanderbilt Ave APT 2, Brooklyn, NY 11205","1 bds, 1.0 ba ,None sqft",USD,,"$2,500/mo",40.692923,Brooklyn,MULTI_FAMILY,NY,1,1.0,
2012,https://www.zillow.com/homedetails/163-Washington-Ave-APT-10B-Brooklyn-NY-11205/94719125_zpid/,-73.96647,FOR_RENT,,,,False,11205,Apartment for rent,"163 Washington Ave APT 10B, Brooklyn, NY 11205","1 bds, 1.0 ba ,701 sqft",USD,,"$3,695/mo",40.693855,Brooklyn,MULTI_FAMILY,NY,1,1.0,701
-1,https://www.zillow.com/homedetails/65-Whipple-St-APT-2R-Brooklyn-NY-11206/2100520196_zpid/,-73.944454,FOR_RENT,,,,False,11206,Apartment for rent,"65 Whipple St APT 2R, Brooklyn, NY 11206","1 bds, 1.0 ba ,1000 sqft",USD,,"$3,500/mo",40.701756,Brooklyn,MULTI_FAMILY,NY,1,1.0,1000
,https://www.zillow.com/b/54-noll-st-brooklyn-ny-B6n64L/,-73.93423,,,,,False,,For Rent,"54 Noll St, Brooklyn, NY"," bds,  ba , sqft",,,,40.700529,,,,,,
,https://www.zillow.com/b/194-scholes-st-brooklyn-ny-3qxq/,-73.941213,,,,,False,,For Rent,"194 Scholes St, Brooklyn, NY"," bds,  ba , sqft",,,,40.708773,,,,,,
-1,https://www.zillow.com/homedetails/31-Montrose-Ave-APT-1L-Brooklyn-NY-11206/2119542541_zpid/,-73.949004,FOR_RENT,,,,False,11206,Apartment for rent,"31 Montrose Ave APT 1L, Brooklyn, NY 11206","3 bds, 1.5 ba ,1000 sqft",USD,,"$3,199/mo",40.70702,Brooklyn,MULTI_FAMILY,NY,3,1.5,1000
-1,https://www.zillow.com/homedetails/81-Jefferson-St-4-Brooklyn-NY-11206/2080929390_zpid/,-73.932673,FOR_RENT,,,,False,11206,Apartment for rent,"81 Jefferson St # 4, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,695/mo",40.699121,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/305-Throop-Ave-6-Brooklyn-NY-11206/2080930442_zpid/,-73.942684,FOR_RENT,,,,False,11206,Apartment for rent,"305 Throop Ave # 6, Brooklyn, NY 11206","2 bds, 1.0 ba ,500 sqft",USD,,"$2,200/mo",40.693245,Brooklyn,MULTI_FAMILY,NY,2,1.0,500
-1,https://www.zillow.com/homedetails/356-Vernon-Ave-1A-Brooklyn-NY-11206/2080931168_zpid/,-73.936697,FOR_RENT,,,,False,11206,Apartment for rent,"356 Vernon Ave # 1A, Brooklyn, NY 11206","4 bds, 1.0 ba ,None sqft",USD,,"$3,900/mo",40.695822,Brooklyn,MULTI_FAMILY,NY,4,1.0,
-1,https://www.zillow.com/homedetails/161-Vernon-Ave-APT-2A-Brooklyn-NY-11206/2086898743_zpid/,-73.945327,FOR_RENT,,,,False,11206,Apartment for rent,"161 Vernon Ave APT 2A, Brooklyn, NY 11206","3 bds, 1.0 ba ,None sqft",USD,,"$2,450/mo",40.695204,Brooklyn,MULTI_FAMILY,NY,3,1.0,
,https://www.zillow.com/b/188-pulaski-st-brooklyn-ny-9W3pHK/,-73.944059,,,,,False,,For Rent,"188 Pulaski St, Brooklyn, NY"," bds,  ba , sqft",,,,40.692737,,,,,,
-1,https://www.zillow.com/homedetails/91-Varet-St-APT-2A-Brooklyn-NY-11206/2098467087_zpid/,-73.941768,FOR_RENT,,,,False,11206,Apartment for rent,"91 Varet St APT 2A, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,800/mo",40.703341,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/269-Melrose-St-APT-2L-Brooklyn-NY-11206/2097769729_zpid/,-73.929854,FOR_RENT,,,,False,11206,Apartment for rent,"269 Melrose St APT 2L, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,600/mo",40.702207,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/253-Mckibben-St-302-Brooklyn-NY-11206/2080940547_zpid/,-73.937972,FOR_RENT,,,,False,11206,Apartment for rent,"253 Mckibben St # 302, Brooklyn, NY 11206","0 bds, 1.0 ba ,None sqft",USD,,"$3,600/mo",40.705527,Brooklyn,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/114-Troutman-St-STE-6N-Brooklyn-NY-11206/2080940879_zpid/,-73.929119,FOR_RENT,,,,False,11206,Apartment for rent,"114 Troutman St STE 6N, Brooklyn, NY 11206","1 bds, 1.0 ba ,850 sqft",USD,,"$2,600/mo",40.699514,Brooklyn,MULTI_FAMILY,NY,1,1.0,850
,https://www.zillow.com/b/90-moore-st-brooklyn-ny-3rJd/,-73.941944,,,,,False,,For Rent,"90 Moore St, Brooklyn, NY"," bds,  ba , sqft",,,,40.70361,,,,,,
-1,https://www.zillow.com/homedetails/146-Meserole-St-APT-2C-Brooklyn-NY-11206/2097247602_zpid/,-73.943765,FOR_RENT,,,,False,11206,Apartment for rent,"146 Meserole St APT 2C, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$3,250/mo",40.70789,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/377-Vernon-Ave-APT-1B-Brooklyn-NY-11206/2080943513_zpid/,-73.935767,FOR_RENT,,,,False,11206,Apartment for rent,"377 Vernon Ave APT 1B, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,800/mo",40.696397,Brooklyn,MULTI_FAMILY,NY,2,1.0,
2007,https://www.zillow.com/homedetails/225-Maujer-St-APT-1B-Brooklyn-NY-11206/83048576_zpid/,-73.941275,FOR_RENT,,,,False,11206,Apartment for rent,"225 Maujer St APT 1B, Brooklyn, NY 11206","1 bds, 1.0 ba ,1000 sqft",USD,,"$3,000/mo",40.711365,Brooklyn,MULTI_FAMILY,NY,1,1.0,1000
-1,https://www.zillow.com/homedetails/150-Graham-Ave-202-Brooklyn-NY-11206/2080951607_zpid/,-73.942782,FOR_RENT,,,,False,11206,Apartment for rent,"150 Graham Ave # 202, Brooklyn, NY 11206","3 bds, 1.0 ba ,900 sqft",USD,,"$3,100/mo",40.706737,Brooklyn,MULTI_FAMILY,NY,3,1.0,900
,https://www.zillow.com/b/198-scholes-st-brooklyn-ny-3qxr/,-73.941032,,,,,False,,For Rent,"198 Scholes St, Brooklyn, NY"," bds,  ba , sqft",,,,40.70879,,,,,,
,https://www.zillow.com/b/123-pulaski-st-brooklyn-ny-97bFxL/,-73.94642,,,,,False,,For Rent,"123 Pulaski St, Brooklyn, NY"," bds,  ba , sqft",,,,40.692923,,,,,,
,https://www.zillow.com/b/222-pulaski-st-brooklyn-ny-3c5v/,-73.942604,,,,,False,,For Rent,"222 Pulaski St, Brooklyn, NY"," bds,  ba , sqft",,,,40.692903,,,,,,
-1,https://www.zillow.com/homedetails/17-Troutman-St-APT-1D-Brooklyn-NY-11206/2080956371_zpid/,-73.933776,FOR_RENT,,,,False,11206,Apartment for rent,"17 Troutman St APT 1D, Brooklyn, NY 11206","3 bds, 1.5 ba ,None sqft",USD,,"$2,800/mo",40.697677,Brooklyn,MULTI_FAMILY,NY,3,1.5,
-1,https://www.zillow.com/homedetails/24-Cook-St-APT-2A-Brooklyn-NY-11206/2113297960_zpid/,-73.943048,FOR_RENT,,,,False,11206,Apartment for rent,"24 Cook St APT 2A, Brooklyn, NY 11206","1 bds, 1.0 ba ,700 sqft",USD,,"$2,500/mo",40.702061,Brooklyn,MULTI_FAMILY,NY,1,1.0,700
,https://www.zillow.com/b/53-montrose-ave-brooklyn-ny-3qzx/,-73.947888,,,,,False,,For Rent,"53 Montrose Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.707092,,,,,,
-1,https://www.zillow.com/homedetails/206-Bushwick-Ave-APT-2L-Brooklyn-NY-11206/2081413014_zpid/,-73.940312,FOR_RENT,,,,False,11206,Apartment for rent,"206 Bushwick Ave APT 2L, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,600/mo",40.708682,Brooklyn,MULTI_FAMILY,NY,2,1.0,
1899,https://www.zillow.com/homedetails/234-Vernon-Ave-A-Brooklyn-NY-11206/30607190_zpid/,-73.942331,FOR_RENT,,,,False,11206,Apartment for rent,"234 Vernon Ave # A, Brooklyn, NY 11206","2 bds, 1.0 ba ,850 sqft",USD,,"$3,000/mo",40.695193,Brooklyn,MULTI_FAMILY,NY,2,1.0,850
,https://www.zillow.com/b/618-bushwick-ave-brooklyn-ny-BCRD45/,-73.934382,,,,,False,,For Rent,"618 Bushwick Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.698317,,,,,,
,https://www.zillow.com/b/150-union-ave-brooklyn-ny-97bGRT/,-73.950024,,,,,False,,For Rent,"150 Union Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.704405,,,,,,
1920,https://www.zillow.com/homedetails/14-Maujer-St-APT-4-Brooklyn-NY-11206/2111251174_zpid/,-73.950295,FOR_RENT,,,,False,11206,Apartment for rent,"14 Maujer St APT 4, Brooklyn, NY 11206","2 bds, 1.0 ba ,700 sqft",USD,,"$2,895/mo",40.710067,Brooklyn,MULTI_FAMILY,NY,2,1.0,700
1899,https://www.zillow.com/homedetails/365-Vernon-Ave-Brooklyn-NY-11206/30601843_zpid/,-73.936429,FOR_RENT,,,,False,11206,Apartment for rent,"365 Vernon Ave, Brooklyn, NY 11206","4 bds, 1.0 ba ,1200 sqft",USD,,"$3,890/mo",40.696321,Brooklyn,MULTI_FAMILY,NY,4,1.0,1200
-1,https://www.zillow.com/homedetails/163-Graham-Ave-APT-3B-Brooklyn-NY-11206/2080975591_zpid/,-73.943563,FOR_RENT,,,,False,11206,Apartment for rent,"163 Graham Ave APT 3B, Brooklyn, NY 11206","3 bds, 1.0 ba ,None sqft",USD,,"$4,000/mo",40.707583,Brooklyn,MULTI_FAMILY,NY,3,1.0,
,https://www.zillow.com/b/594-bushwick-ave-brooklyn-ny-97bKFM/,-73.934736,,,,,False,,For Rent,"594 Bushwick Ave, Brooklyn, NY"," bds,  ba , sqft",,,,40.698685,,,,,,
,"https://www.zillow.com/b/10-Montieth-St-Brooklyn-NY/40.701252,-73.936364_ll/",-73.936364,,,,,False,,For Rent,"10 Montieth St, Brooklyn, NY"," bds,  ba , sqft",,,,40.701252,,,,,,
-1,https://www.zillow.com/homedetails/7-Renaissance-Ct-2-Brooklyn-NY-11206/2085375752_zpid/,-73.935123,FOR_RENT,,,,False,11206,Apartment for rent,"7 Renaissance Ct # 2, Brooklyn, NY 11206","2 bds, 1.0 ba ,950 sqft",USD,,"$2,500/mo",40.699801,Brooklyn,MULTI_FAMILY,NY,2,1.0,950
-1,https://www.zillow.com/homedetails/16-Fayette-St-1-Brooklyn-NY-11206/2080979016_zpid/,-73.939761,FOR_RENT,,,,False,11206,Apartment for rent,"16 Fayette St # 1, Brooklyn, NY 11206","1 bds, 1.0 ba ,700 sqft",USD,,"$1,850/mo",40.700188,Brooklyn,MULTI_FAMILY,NY,1,1.0,700
-1,https://www.zillow.com/homedetails/249-Mckibben-St-303-Brooklyn-NY-11206/2080985443_zpid/,-73.937767,FOR_RENT,,,,False,11206,Apartment for rent,"249 Mckibben St # 303, Brooklyn, NY 11206","0 bds, 1.0 ba ,None sqft",USD,,"$3,495/mo",40.705567,Brooklyn,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/121-Maujer-St-APT-1F-Brooklyn-NY-11206/2080981996_zpid/,-73.946008,FOR_RENT,,,,False,11206,Apartment for rent,"121 Maujer St APT 1F, Brooklyn, NY 11206","3 bds, 2.0 ba ,1200 sqft",USD,,"$3,900/mo",40.710915,Brooklyn,MULTI_FAMILY,NY,3,2.0,1200
-1,https://www.zillow.com/homedetails/228-Pulaski-St-6-Brooklyn-NY-11206/2093406030_zpid/,-73.942391,FOR_RENT,,,,False,11206,Apartment for rent,"228 Pulaski St # 6, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,199/mo",40.692928,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/66-George-St-Brooklyn-NY-11206/2106424219_zpid/,-73.930744,FOR_RENT,,,,False,11206,Apartment for rent,"66 George St, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$2,750/mo",40.701769,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/77-Graham-Ave-APT-2L-Brooklyn-NY-11206/2080986204_zpid/,-73.942954,FOR_RENT,,,,False,11206,Apartment for rent,"77 Graham Ave APT 2L, Brooklyn, NY 11206","2 bds, 1.0 ba ,None sqft",USD,,"$3,000/mo",40.704265,Brooklyn,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/1112-Halsey-St-2-Brooklyn-NY-11207/2109249954_zpid/,-73.911551,FOR_RENT,,,,False,11207,Apartment for rent,"1112 Halsey St # 2, Brooklyn, NY 11207","3 bds, 2.0 ba ,None sqft",USD,,"$2,900/mo",40.689091,Brooklyn,MULTI_FAMILY,NY,3,2.0,
-1,https://www.zillow.com/homedetails/1246-Bushwick-Ave-L3-Brooklyn-NY-11207/2080944532_zpid/,-73.914681,FOR_RENT,,,,False,11207,Apartment for rent,"1246 Bushwick Ave # L3, Brooklyn, NY 11207","4 bds, 2.0 ba ,None sqft",USD,,"$3,399/mo",40.687206,Brooklyn,MULTI_FAMILY,NY,4,2.0,
,https://www.zillow.com/b/1238-decatur-st-brooklyn-ny-3wff/,-73.906721,,,,,False,,For Rent,"1238 Decatur St, Brooklyn, NY"," bds,  ba , sqft",,,,40.689581,,,,,,
